     3000.2 FCI    1    1
    59    0    0    0    0    0    0    0
     4    0    0    0    0    0    0    0
     1    0    0    0    0    0    0    0
     2    0    0    0    0    0    0    0
    0.600000000000000D+01,
    0.000000000000000D+00,    0.000000000000000D+00,    0.000000000000000D+00,
 DENSITY      CHARGE           1    0    1    6    2
   -0.403450298024016D-03,    0.264173844422186D-09,    0.928988068848428D-06,
   -0.141473611447794D-05,    0.104949397936154D-08,    0.125660015164733D-03,
   -0.265851807262501D-05,    0.908946250055930D-10,    0.872694304988277D-05,
   -0.261560129062485D-06,    0.674104820429128D-11,    0.139721243845102D-05,
   -0.170930450858814D-07,    0.348298947013826D-08,    0.385367698543661D-03,
   -0.353822743474851D-18,    0.128319012188365D-16,    0.913564324759782D-18,
   -0.227030478335633D-17,    0.502463321411602D-19,    0.567542491440708D-19,
    0.142140370071403D-19,    0.769681233692246D-05,   -0.403450311759483D-03,
   -0.168622734180341D-03,    0.269980713178264D-07,   -0.141473570906624D-05,
   -0.635611495239848D-04,    0.507216282224642D-07,   -0.265851814500001D-05,
    0.447258698762763D-05,    0.499055357378206D-08,   -0.261560141918416D-06,
   -0.319616541136672D-05,    0.326116964334777D-09,   -0.170930546594344D-07,
    0.618032982782175D-06,    0.158846969224065D-06,   -0.832601370544601D-05,
    0.582988300257693D-05,   -0.111936266605950D-02,    0.181816617506988D-02,
   -0.198872496135019D-04,    0.251230909799115D-02,   -0.541406253988211D-04,
   -0.574387740386194D-04,    0.388560465912644D-03,    0.278721935590984D-17,
    0.308371919613004D-15,    0.113852215653942D-16,    0.184125598379851D-18,
    0.215979770510853D-17,    0.551645827505631D-17,   -0.719084625324832D-19,
   -0.821351481440732D-17,   -0.414005376865132D-17,    0.251866332887650D-18,
    0.276119670069926D-18,   -0.107991874946749D-18,   -0.147879190589443D-18,
    0.761244537866212D-19,    0.110552138961484D-18,    0.483435535660271D-18,
    0.637950954161007D-17,   -0.200438860530427D-18,    0.684775026489829D-03,
    0.177878775974414D-07,   -0.288926147526795D-07,    0.316029721543509D-09,
   -0.399232930396160D-07,    0.860352746898310D-09,    0.912763886114673D-09,
   -0.617464336217460D-08,    0.215597907707351D-15,   -0.122678927675188D-15,
    0.254477241639298D-16,    0.305764186126520D-17,   -0.154511971552411D-17,
    0.699898172688440D-17,   -0.154329784737184D-16,    0.242206924976686D-16,
   -0.193948546127504D-16,    0.236214574123854D-18,    0.184949972242495D-17,
   -0.286293573234473D-18,   -0.359269494819349D-19,    0.143859731850050D-18,
   -0.210750855575237D-19,    0.145130199830268D-16,   -0.432856102578024D-17,
    0.504520215094877D-17,   -0.477639544203661D-08,    0.128592948925152D-02,
    0.811242918379913D-06,   -0.131769114746589D-05,    0.144130136803119D-07,
   -0.182076189030845D-05,    0.392376826881046D-07,    0.416279709343052D-07,
   -0.281603910163811D-06,    0.165164927581607D-15,   -0.123766605573992D-15,
   -0.192902761572782D-16,    0.121877394344576D-16,   -0.153663823989775D-16,
    0.134458660215818D-16,   -0.208082537348339D-16,    0.416336157307161D-16,
   -0.308715333184247D-16,    0.313303131946839D-18,    0.262336696127298D-18,
    0.148004965093419D-17,   -0.254446725972142D-19,   -0.396716497381911D-19,
   -0.363808028877083D-19,    0.603119026239226D-17,   -0.238444025695184D-16,
    0.131517587124347D-16,    0.108920064528415D-06,   -0.988836384319268D-05,
    0.835172610582164D-03,    0.466008909758833D-06,   -0.756932094403233D-06,
    0.827938300032758D-08,   -0.104591512079363D-05,    0.225396226583359D-07,
    0.239126953867177D-07,   -0.161764029774703D-06,   -0.813429462593351D-16,
   -0.184089341268604D-15,   -0.985560725500406D-18,    0.279309865208414D-17,
   -0.463476618465996D-17,   -0.123447642479966D-16,   -0.107365351634225D-17,
    0.432179241863594D-17,    0.287037114251613D-16,   -0.112908113469749D-18,
   -0.567044718396814D-18,   -0.434347154157301D-18,    0.368209392773939D-19,
   -0.321401376388975D-19,   -0.744780790938699D-19,    0.109578029658398D-16,
   -0.100315231240685D-17,   -0.271818346226175D-16,   -0.125134605338488D-06,
   -0.195835435473451D-09,    0.188658290277067D-06,    0.128592924361539D-02,
   -0.425215519509101D-04,    0.690671946009389D-04,   -0.755462631221143D-06,
    0.954358053523410D-04,   -0.205665544060776D-05,   -0.218194314826124D-05,
    0.147603572429433D-04,    0.574498028647614D-16,    0.573488073937583D-16,
   -0.902189513528867D-18,    0.107942959210383D-17,    0.574276128899786D-17,
   -0.311452539112387D-17,    0.163636021259561D-17,    0.301474281489000D-17,
    0.185805474706233D-17,    0.641204361703014D-18,   -0.400067716094579D-18,
    0.896475990703537D-18,   -0.209471159271484D-18,    0.547871296523878D-18,
   -0.575516419349142D-19,    0.224032747395934D-18,    0.201012998850406D-17,
   -0.133852028679430D-17,   -0.570907942184738D-05,    0.188649806370094D-06,
    0.413667461566847D-08,    0.988835830704885D-05,    0.834955869093382D-03,
   -0.859308543349596D-03,    0.499561565334475D-02,    0.543530982122006D-03,
    0.409479608141811D-02,   -0.160361669496410D-03,   -0.132262207403093D-03,
    0.749038721480829D-03,    0.138539759910236D-15,   -0.669449393691575D-15,
   -0.177908314910919D-16,    0.138143782722736D-18,    0.136919284974703D-16,
    0.440391752980768D-17,   -0.388091073703995D-17,    0.176176172836567D-16,
    0.721870325035005D-17,    0.478759031028982D-18,    0.464487484352070D-18,
    0.700159536713017D-18,   -0.273663066274282D-18,    0.417616995254080D-20,
   -0.859495711710112D-19,    0.333502178182268D-17,   -0.106234538419893D-16,
    0.421854686554762D-18,    0.107810870055777D-02,   -0.520931002494542D-08,
    0.118784043800447D-06,   -0.136468621225081D-06,   -0.622616737923792D-05,
    0.205833453216093D-02,    0.136553386273971D-07,   -0.793857209500246D-07,
   -0.863729287909647D-08,   -0.650707239342612D-07,    0.254831978045985D-08,
    0.210178901722996D-08,   -0.119030323010269D-07,   -0.211328630156728D-15,
    0.588318469903852D-16,    0.360241920286519D-16,    0.111255432291920D-16,
    0.858896091116337D-17,    0.110860796799373D-16,   -0.356368103892423D-16,
    0.396608644347805D-16,   -0.360418890445909D-16,   -0.605354981957332D-18,
    0.170446991513819D-17,   -0.223576777641258D-18,    0.350065663720537D-19,
    0.238642069486753D-19,    0.706990353211408D-19,    0.141521017056669D-16,
   -0.355700593629067D-17,    0.981403689637969D-17,   -0.520930403751569D-08,
    0.173371099121589D-02,   -0.107839739990044D-04,    0.564035897438741D-09,
    0.205752560585210D-06,   -0.963608447074187D-08,    0.327095989983986D-02,
    0.622772243134922D-06,   -0.362050504826026D-05,   -0.393916727163750D-06,
   -0.296764813027156D-05,    0.116219953094188D-06,    0.958552465826425D-07,
   -0.542855677733721D-06,   -0.827525641467424D-16,   -0.283422999534775D-16,
    0.687528867885627D-16,    0.680263893951990D-17,   -0.929969505832784D-17,
    0.340062693080477D-16,   -0.683144423839670D-16,    0.925798266085522D-16,
   -0.841381391359944D-16,   -0.461403566168770D-18,    0.334177396971481D-18,
    0.796172486219252D-18,   -0.552390301092187D-20,    0.422885558737165D-20,
    0.767464593525738D-19,    0.219503625453167D-17,   -0.409390874833995D-16,
    0.241327095276875D-16,    0.118786335374652D-06,   -0.107839733882030D-04,
    0.124212810028937D-02,    0.205729530018950D-06,    0.447853791536610D-08,
    0.219707172140447D-06,   -0.199464871762687D-04,    0.236170766456855D-02,
    0.357744167499968D-06,   -0.207975646587954D-05,   -0.226280816336480D-06,
   -0.170473048589898D-05,    0.667611820325371D-07,    0.550629158565785D-07,
   -0.311837037097616D-06,    0.188804324101913D-16,   -0.391416709524753D-16,
    0.279689869237847D-16,   -0.384037165321195D-17,    0.571527950145454D-17,
   -0.202447423085336D-16,   -0.191474351284714D-16,    0.326508607097504D-16,
    0.433280622704556D-16,    0.710268147365918D-19,   -0.639595199459584D-18,
   -0.134212948732461D-17,    0.241713108036313D-18,   -0.155422255815573D-18,
    0.210012370398631D-19,    0.234966620418907D-16,    0.503758634113340D-17,
   -0.513191131664437D-16,   -0.136468826086409D-06,    0.465463500565122D-09,
    0.205730280878244D-06,    0.173371168463443D-02,    0.107839896393737D-04,
   -0.252420787542076D-06,    0.256135729369107D-08,    0.380492206051847D-06,
    0.327096326316538D-02,   -0.326428024195057D-04,    0.189769907471324D-03,
    0.206472687786835D-04,    0.155550207401216D-03,   -0.609170528723267D-05,
   -0.502428280913186D-05,    0.284539505854470D-04,   -0.308704508754295D-16,
    0.418061229831016D-15,    0.340353298931159D-16,   -0.440502767512912D-18,
   -0.635620788934533D-17,    0.581745441971072D-18,   -0.301115049834837D-18,
   -0.301093912818935D-16,   -0.514251482563737D-17,    0.107900366043234D-17,
   -0.144327772911896D-17,    0.461457701429036D-18,   -0.330157599741786D-18,
    0.102114950521532D-17,   -0.303389995364647D-18,   -0.244700037097379D-17,
    0.794543769376079D-17,   -0.276308489790937D-17,   -0.622615807464485D-05,
    0.205751813020001D-06,    0.454346409511865D-08,    0.107839890389699D-04,
    0.124189172854542D-02,   -0.115160191653365D-04,    0.380603107455994D-06,
    0.834287227591709D-08,    0.199465630128731D-04,    0.236127046831158D-02,
    0.636431339664223D-03,   -0.834676654024920D-03,   -0.345223733088414D-04,
    0.144836933809815D-03,   -0.170679052976757D-04,    0.350395608463301D-05,
    0.116588335921738D-04,    0.279074179004780D-16,   -0.128247037937750D-16,
   -0.237034123378827D-18,   -0.163644549760399D-18,    0.455452149577453D-18,
    0.145198111074653D-18,   -0.451612492837603D-18,    0.528828669953155D-18,
    0.106306099285270D-18,    0.324960053997984D-19,   -0.975304033619598D-20,
    0.189020600676327D-19,    0.227561733420192D-19,   -0.480509450783460D-20,
    0.397208346471832D-20,    0.515405110361224D-18,   -0.193203141823996D-18,
   -0.141530033269173D-20,    0.313418034230254D-04,   -0.413174038367008D-09,
    0.942168417352697D-08,   -0.108243680859933D-07,   -0.493842516128053D-06,
    0.429653467446880D-04,   -0.294245882093976D-09,    0.670918836087101D-08,
   -0.770812272871086D-08,   -0.351663791511602D-06,    0.182915170781387D-04,
   -0.101135792631740D-07,    0.132639105956519D-07,    0.548597673874576D-09,
   -0.230161488554820D-08,    0.271227395891984D-09,   -0.556816329209833D-10,
   -0.185271419896524D-09,   -0.473307487108849D-16,   -0.727601690502737D-17,
   -0.911701961797523D-17,    0.917852257788908D-18,    0.100410903460191D-17,
   -0.597460413562595D-18,    0.134241832284703D-17,    0.256530178740769D-17,
    0.139558029932100D-17,    0.181781389409912D-18,   -0.126767399889082D-18,
    0.184667890734095D-18,    0.105022261221566D-18,   -0.173743947221316D-18,
   -0.763916262123804D-20,   -0.274196763814298D-18,   -0.164146174660840D-18,
    0.291177269724120D-18,   -0.413173478112536D-09,    0.833425613543147D-04,
   -0.855359101519551D-06,    0.136316355289115D-11,    0.163188858656698D-07,
   -0.294245148954504D-09,    0.799951529654454D-04,   -0.609103406553572D-06,
    0.526874631506043D-10,    0.116218744643939D-07,   -0.133732145393135D-09,
    0.351225774665259D-04,   -0.461244993442498D-06,    0.604920594084168D-06,
    0.250196222710043D-07,   -0.104968607616110D-06,    0.123697332987456D-07,
   -0.253944466069203D-08,   -0.844958169848223D-08,   -0.233707097743671D-16,
   -0.303457788585945D-16,    0.336228882990945D-16,    0.604776140766896D-18,
   -0.159999644669338D-18,    0.393282761986361D-17,   -0.104518125068322D-17,
    0.231354218160281D-17,   -0.918678119390207D-17,    0.318057102965560D-21,
   -0.889984656247755D-19,   -0.591743436788421D-18,    0.184227906719318D-19,
   -0.559195614051635D-19,    0.391320952345088D-20,   -0.326686856712658D-18,
   -0.161418580337925D-17,    0.469557683312388D-18,    0.942175519311460D-08,
   -0.855359072987596D-06,    0.443513790988210D-04,    0.163188683357738D-07,
    0.356822632806126D-09,    0.670917570809746D-08,   -0.609103417252497D-06,
    0.522294303105493D-04,    0.116195847406451D-07,    0.254975559877616D-09,
    0.304951898841717D-08,   -0.276853803433278D-06,    0.225023138515701D-04,
   -0.264956738531555D-06,    0.347489488869906D-06,    0.143722264243828D-07,
   -0.602979777619628D-07,    0.710564722257432D-08,   -0.145875397407343D-08,
   -0.485376238297688D-08,    0.387538603145420D-17,    0.117501637715166D-15,
    0.875463693637229D-17,   -0.363773725083164D-17,    0.536275123458134D-17,
   -0.629875223216441D-18,   -0.668170445262850D-17,    0.959694020145934D-17,
   -0.172446199036879D-17,   -0.740772866574881D-19,    0.257790736618458D-18,
   -0.276348490048475D-18,    0.868415380144854D-19,   -0.639128746307885D-19,
    0.142639788321570D-19,    0.330112428649025D-18,    0.299577451952926D-17,
   -0.151881766438155D-17,   -0.108243740437003D-07,   -0.801038678440755D-12,
    0.163188728848699D-07,    0.833425593921367D-04,    0.855359058934171D-06,
   -0.770811978112047D-08,    0.550009255708787D-10,    0.116195425221731D-07,
    0.799952222655453D-04,    0.609104970040960D-06,   -0.350352461113047D-08,
    0.555611873687713D-12,    0.528191391365433D-08,    0.351225779301349D-04,
    0.241763009713155D-04,   -0.317071026374954D-04,   -0.131141134606591D-05,
    0.550196248364323D-05,   -0.648363449277312D-06,    0.133105788110627D-06,
    0.442887474077172D-06,    0.316519064885927D-19,    0.644795933188040D-16,
    0.343689111253677D-18,   -0.255185448659361D-18,   -0.680945942454153D-19,
    0.195221381588312D-18,   -0.546081642863283D-18,   -0.111874885809142D-17,
   -0.206746705937818D-18,    0.325079566181099D-19,   -0.305056700283103D-19,
   -0.728426897306982D-19,    0.140202219635893D-19,    0.119957981858669D-19,
   -0.481804754604718D-19,   -0.794817259225639D-19,    0.123646764048172D-17,
   -0.113420543666794D-18,   -0.493842266262591D-06,    0.163188816928067D-07,
    0.358816071025973D-09,    0.855359030523844D-06,    0.443326307029387D-04,
   -0.351663920357575D-06,    0.116219166911167D-07,    0.254578647806138D-09,
    0.609104980507493D-06,    0.522160796624658D-04,   -0.159841493672943D-06,
    0.528193810687007D-08,    0.115814836847452D-09,    0.276853814009335D-06,
    0.224962455765825D-04,   -0.844697039396940D-04,   -0.113390304052389D-02,
    0.320742683832468D-04,    0.689706875996782D-03,   -0.204206233045200D-04,
   -0.164589922699735D-04,    0.110010948184848D-03,   -0.141558345000268D-15,
    0.190873671451149D-17,    0.717417736482823D-17,    0.186804539741270D-17,
   -0.145857296098378D-17,    0.146808978013474D-17,    0.576180489356616D-17,
   -0.574123218367946D-17,   -0.159038174771853D-17,    0.146140180009029D-18,
   -0.158801904736077D-18,   -0.855362056608614D-19,   -0.163669467569247D-19,
   -0.209598827593344D-20,    0.201835463765169D-19,   -0.233238037578351D-17,
   -0.126339719270122D-18,   -0.424825215033306D-19,    0.134450024795443D-03,
   -0.452618137334445D-09,    0.103424426718479D-07,   -0.118719136634177D-07,
   -0.542182837682537D-06,    0.278827993893378D-03,   -0.135090844974773D-08,
    0.308415941777507D-07,   -0.354150715861514D-07,   -0.161673140878177D-05,
    0.935586624664026D-05,   -0.280147925080743D-10,    0.639355149673661D-09,
   -0.734700498647902D-09,   -0.335184295784115D-07,    0.568349047904302D-04,
    0.134231167084511D-08,    0.180190108937423D-07,   -0.509692035919250D-09,
   -0.109601649315357D-07,    0.324504921235568D-09,    0.261550466840623D-09,
   -0.174818796313521D-08,    0.296757203522819D-16,    0.149407887775459D-15,
   -0.592047645387797D-16,    0.233673273436846D-16,   -0.445314033039395D-16,
    0.130282818160237D-17,    0.408804854920670D-16,   -0.838839631112140D-16,
    0.126194535855974D-16,    0.144297319028192D-17,   -0.230321264802284D-17,
    0.120108973675494D-17,   -0.524240713772074D-19,    0.729279140711191D-19,
   -0.172310880194135D-18,    0.602816511553788D-17,   -0.294091022486481D-17,
    0.165251268696976D-17,   -0.452612120377606D-09,    0.191513947800274D-03,
   -0.938491014427160D-06,   -0.127703234253486D-08,    0.178760237221013D-07,
   -0.135088757784117D-08,    0.449018442939885D-03,   -0.279918366376410D-05,
   -0.213755348417578D-08,    0.533553189647064D-07,   -0.280137772751596D-10,
    0.128854515216366D-04,   -0.580586873301123D-07,   -0.687629258201838D-10,
    0.110608817128802D-08,   -0.357584806067625D-09,    0.101897440900386D-03,
    0.612182059268060D-07,    0.821782711665411D-06,   -0.232453285277536D-07,
   -0.499855235061454D-06,    0.147995517861166D-07,    0.119284161543902D-07,
   -0.797288356447532D-07,   -0.503228809538289D-15,    0.261257282564491D-15,
   -0.807674501754495D-15,    0.905608377723802D-16,   -0.891843875180422D-16,
   -0.593580146528755D-16,    0.181272116798937D-15,   -0.152014835530587D-15,
    0.181851363532391D-15,    0.557030411456706D-17,   -0.453231497286528D-17,
    0.157765982955281D-16,   -0.102133590815769D-18,    0.110541951424499D-18,
   -0.704833920856528D-18,    0.197822731569199D-17,   -0.100398552821208D-16,
    0.677068416282069D-17,    0.103457679968598D-07,   -0.938490820689176D-06,
    0.148733261527223D-03,    0.179330161953315D-07,    0.353388048531814D-09,
    0.308482111009499D-07,   -0.279918337215093D-05,    0.321418887997104D-03,
    0.534512550005671D-07,    0.109288467564946D-08,    0.639612550815482D-09,
   -0.580586827195719D-07,    0.102388723063175D-04,    0.110920296104226D-08,
    0.211097766302479D-10,    0.816665421492752D-08,   -0.741170898792148D-06,
    0.681114953221461D-04,    0.351660391640508D-07,    0.472064146075613D-06,
   -0.133529714755247D-07,   -0.287135689961585D-06,    0.850141802572045D-08,
    0.685212984248970D-08,   -0.457992337266025D-07,   -0.212030741365436D-15,
    0.126928187401257D-15,   -0.280214246720571D-15,   -0.983706317416270D-18,
   -0.357724243060046D-16,   -0.299488941078404D-16,   -0.848721238625816D-17,
   -0.699179818970637D-16,    0.716948254951575D-16,   -0.434189828388572D-18,
   -0.222444756862117D-17,    0.523459371846734D-17,   -0.127599900430242D-19,
    0.323576095283632D-19,   -0.724972916658989D-19,   -0.113028293095620D-17,
   -0.105688450105858D-17,   -0.635878984720869D-17,   -0.118716172168839D-07,
   -0.144884079956007D-08,    0.179350314839858D-07,    0.191512163932214D-03,
    0.938450926548135D-06,   -0.354144632622894D-07,   -0.245965335999747D-08,
    0.534548364757347D-07,    0.449015438622075D-03,    0.279911616877807D-05,
   -0.734685937315941D-09,   -0.804723407514391D-10,    0.110931905288755D-08,
    0.128853535818768D-04,    0.580564778499508D-07,   -0.937728260620715D-08,
   -0.892721384774561D-09,    0.141594272377290D-07,    0.101896271795830D-03,
   -0.320877145555758D-05,   -0.430739986514564D-04,    0.121841118141366D-05,
    0.262000688504198D-04,   -0.775723146514922D-06,   -0.625231672120158D-06,
    0.417901191358575D-05,    0.141918209193631D-14,    0.256367853935823D-14,
   -0.119843904249239D-15,   -0.343983714969213D-17,    0.324706081144664D-17,
   -0.752152472121893D-17,   -0.200856250387796D-16,   -0.241759000877475D-16,
    0.153333546172804D-16,    0.654479075851411D-18,    0.862455359370708D-18,
    0.154596581943440D-17,    0.206829732307514D-19,    0.146048367901988D-18,
    0.491842805255272D-19,    0.263800411826513D-16,    0.489908716446922D-16,
   -0.106853480565225D-17,   -0.542197446176962D-06,    0.178740092433715D-07,
    0.433589223853392D-09,    0.938450706985041D-06,    0.148712676752266D-03,
   -0.161676116289904D-05,    0.533517384476440D-07,    0.125213439972910D-08,
    0.279911582595150D-05,    0.321357507808176D-03,   -0.335191309590130D-07,
    0.110597205067747D-08,    0.275329354430887D-10,    0.580564719230400D-07,
    0.102375997404903D-04,   -0.428058146075294D-06,    0.141207757180674D-07,
    0.310572714632009D-09,    0.741144581729463D-06,    0.680952437995179D-04,
   -0.321429830728813D-18,    0.633427210475367D-18,   -0.199954150910343D-18,
    0.405857364279797D-18,    0.159042601542681D-18,   -0.137673514481471D-18,
    0.335706872461493D-18,   -0.575403064869654D-03,   -0.285780172063514D-08,
    0.481478693037034D-06,   -0.545198683913131D-04,   -0.265470107691244D-09,
    0.456195453426914D-07,    0.141716122933070D-03,    0.646185699377586D-09,
   -0.118582011446385D-06,    0.125795393647723D-04,    0.572990395089868D-10,
   -0.105259319529947D-07,   -0.538493966235255D-07,   -0.484096691622997D-12,
    0.450623108876943D-10,    0.118030609456798D-05,   -0.517317949920354D-11,
   -0.986875915982880D-09,    0.192974972144253D-18,   -0.364945557744615D-16,
    0.771185675499549D-18,    0.677140052060625D-18,    0.524777357214151D-20,
    0.250545867818796D-18,   -0.548609987693691D-16,    0.105416387434778D-17,
    0.941735427036844D-18,    0.499907603134676D-19,    0.320522790780957D-20,
